type,number,date,partenaire_id,client_name,client_ice,client_address,city,has_cachet,line_items,tva_rate,ht,tva,ttc,is_active,is_locked
facture,008/2026/AI,2026-01-06,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""MISE A DISPOSITION MANITO"",""unit"":""JOURS"",""qty"":10.0,""unit_price"":5800.0,""tva_rate"":20.0}]",20,58000.0,11600.0,69600.0,true,true
facture,009/2026/AI,2026-01-06,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""HEURES SUPPLEMENTAIRES DU MAGASINIER"",""unit"":""HEURES"",""qty"":20.0,""unit_price"":269.0,""tva_rate"":20.0},{""desc"":""MISE A DISPOSITION GRUE 70T"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":19304.0,""tva_rate"":20.0}]",20,24684.0,4936.8,29620.8,true,true
facture,011/2026/AI,2026-01-01,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Travaux de terrassement et évacuation de déblai à ouvrage 1006- 0137-1006-0114-2800 : camion 8*4"",""unit"":""JOUR"",""qty"":356.0,""unit_price"":1600.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2571 : une GRUE MOBILE 25TN"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":50000.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2571 : une GRUE MOBILE 25TN"",""unit"":""JOUR"",""qty"":0.5,""unit_price"":1924.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":43000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI 1 dimanche"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1615.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 320) 0137"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":55000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 322) 0114"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":55000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 322) 0066"",""unit"":""JOUR"",""qty"":23.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 325) 2800"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":60000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 322) 2000"",""unit"":""JOUR"",""qty"":17.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA )"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":40000.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA )1 dimache"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1538.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA)CAMION CITERNE"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA)CAMION CITERNE 1 DIMANCHE"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1000.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA)CAMION CITERNE"",""unit"":""U"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement- levage à OUVRAGE MOHAMEDIA-CASA)CAMION GRUE"",""unit"":""U"",""qty"":8.0,""unit_price"":1923.0},{""desc"":""Travaux de TRANSPORTATION (Transportation PORTCHAR 100 TN )TRANSPORTATION DE MACHINE DE FORAGE DE MOHAMEDIA A casa ."",""unit"":""U"",""qty"":1.0,""unit_price"":6000.0},{""desc"":""Travaux de Terrassement (Transportation du avec un camion plateau BT4 ; MOHAMEDIA A 0713 ) 25/23 nov"",""unit"":""U"",""qty"":2.0,""unit_price"":1500.0},{""desc"":""Travaux de déviation de circulation Chariot élévateur 5TN 9 DEC / 26 DEC / 29 DEC"",""unit"":""U"",""qty"":3.0,""unit_price"":1300.0}]",20,1126599.0,225319.8,1351918.8,true,true
facture,015/2026/AI,2026-02-11,85aff188-c5db-4c7a-8c05-10c7fb9eda0d,ZHONGLI CONSTRUCTION,003069395000031,,Casablanca,false,"[{""desc"":""LOCATION JOURNALIERE DE 3 CAMIONS"",""unit"":""JOURS"",""qty"":65.0,""unit_price"":1700.0,""tva_rate"":20.0},{""desc"":""LOCATION DE 5 CAMIONS"",""unit"":""HEURES"",""qty"":49.0,""unit_price"":189.0,""tva_rate"":20.0}]",20,119761.0,23952.2,143713.2,true,true
facture,016/2026/AI,2026-02-12,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Transport d’un MAIN SHAFT (33000 kg) du Jbel Lahdid à Agreda"",""unit"":""FF"",""qty"":1.0,""unit_price"":171000.0,""tva_rate"":0.0},{""desc"":""Stationnement de Camion"",""unit"":""Jour"",""qty"":2.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,175000.0,0.0,175000.0,true,true
facture,017/2026/AI,2026-02-13,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Empotage/Dépotage de 4 Camions plateau sur le site de Safi"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":34650.0,""tva_rate"":20.0},{""desc"":""MISE A DISPOSITION DE MAGASINIER"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":7000.0,""tva_rate"":20.0}]",20,41650.0,8330.0,49980.0,true,true
facture,018/2026/AI,2026-02-01,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Travaux de terrassement et évacuation de déblai à ouvrage 1006-0137-1006-0114-2800 : camion 8*4"",""unit"":""JOUR"",""qty"":358.0,""unit_price"":1600.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2571 : GRUE MOBILE 25TN"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":50000.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2571 : GRUE MOBILE 25TN heures supp"",""unit"":""JOUR"",""qty"":20.0,""unit_price"":213.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 0137 : GRUE MOBILE 35TN"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":60000.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 0137 : GRUE MOBILE 35TN night shift 25%"",""unit"":""JOUR"",""qty"":24.0,""unit_price"":320.0},{""desc"":""Travaux de déviation de circulation Chariot élévateur 5TN"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1300.0},{""desc"":""Travaux de Terrassement (terrassement-levage à BOUSKOURA Excavateur CAT 318 2009"",""unit"":""JOUR"",""qty"":15.0,""unit_price"":1615.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318 26000"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318 1 DIMANCHE"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1615.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318 heures supp"",""unit"":""HEURE"",""qty"":20.0,""unit_price"":179.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI 2800"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI 1 dimanche"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1615.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI supp hours"",""unit"":""HEURE"",""qty"":15.0,""unit_price"":179.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 320) 2600"",""unit"":""JOUR"",""qty"":16.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 320) 2000"",""unit"":""JOUR"",""qty"":17.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 320) 0066"",""unit"":""JOUR"",""qty"":4.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 322) 0137"",""unit"":""JOUR"",""qty"":19.0,""unit_price"":2115.0},{""desc"":""Travaux de Terrassement (terrassement-levage à casa Excavateur sur Chenille CAT 325) 0066"",""unit"":""JOUR"",""qty"":14.0,""unit_price"":2300.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA) CAMION CITERNE"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement- TRANSPORTATION MOHAMEDIA-CASA) CAMION GRUE"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":50000.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA) CAMION CITERNE"",""unit"":""M"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA)"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":40000.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA)"",""unit"":""JOUR"",""qty"":2.0,""unit_price"":1538.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA) heures supp"",""unit"":""HEURE"",""qty"":26.0,""unit_price"":170.0},{""desc"":""Travaux de Terrassement (Transportation du avec un camion plateau BT4 24/26 JANV"",""unit"":""U"",""qty"":2.0,""unit_price"":1500.0}]",20,1116896.0,223379.2,1340275.2,true,true
facture,019/2026/AI,2026-02-23,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Démobilisation de Clarck"",""unit"":""PIECES"",""qty"":1,""unit_price"":2000,""tva_rate"":20},{""desc"":""Cales"",""unit"":""PIECES"",""qty"":20,""unit_price"":100,""tva_rate"":20}]",20,4000.0,800.0,4800.0,true,true
facture,021/2026/AI,2026-02-26,a03d5a5e-f0f0-4363-9f01-c7c55c1f67af,GOTION POWER MOROCCO,003520699000060,,Casablanca,false,"[{""desc"":""LOCATION JOURNALIERE D’UNE GRUE MOBILE 160T"",""unit"":""JOURS"",""qty"":4.0,""unit_price"":17000.0,""tva_rate"":0.0},{""desc"":""MOB/DEMOB GRUE MOBILE 160T"",""unit"":""ALLER-RETOUR"",""qty"":1.0,""unit_price"":20000.0,""tva_rate"":0.0},{""desc"":""LOCATION JOURNALIERE D’UNE GRUE 200T"",""unit"":""JOURS"",""qty"":5.0,""unit_price"":20000.0,""tva_rate"":0.0},{""desc"":""MOB/DEMOB GRUE MOBILE 200T"",""unit"":""ALLER-RETOUR"",""qty"":1.0,""unit_price"":23000.0,""tva_rate"":0.0},{""desc"":""LOCATION JOURNALIERE D’UN PORTE-CHAR"",""unit"":""JOURS"",""qty"":5.0,""unit_price"":5000.0,""tva_rate"":0.0}]",20,236000.0,0.0,236000.0,true,true
facture,022/2026/AI,2026-03-06,85aff188-c5db-4c7a-8c05-10c7fb9eda0d,ZHONGLI CONSTRUCTION,003069395000031,,Casablanca,false,"[{""desc"":""LOCATION JOURNALIERE DE 5 CAMIONS"",""unit"":""JOURS"",""qty"":46.0,""unit_price"":1700.0,""tva_rate"":20.0},{""desc"":""LOCATION DE 5 CAMIONS"",""unit"":""HEURES"",""qty"":20.0,""unit_price"":189.0,""tva_rate"":20.0}]",20,81980.0,16396.0,98376.0,true,true
facture,023/2026/AI,2026-03-09,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""ROUND TRIP AGREDA-BOUJDOUR (MAIN SHAFT REF 10185475) BOUJDOUR-SEGUERO (MAIN SHAFT REF JL2106)"",""unit"":""FF"",""qty"":1.0,""unit_price"":260000.0,""tva_rate"":0.0},{""desc"":""EXTRA COST (UNLOADING /LOADING AND TRUCKING)"",""unit"":""UN"",""qty"":1.0,""unit_price"":60000.0,""tva_rate"":0.0},{""desc"":""TRUCK DETENTION"",""unit"":""DAY"",""qty"":1.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,322000.0,0.0,322000.0,true,true
facture,023/2026/AI/BIS,2026-03-11,,WORLDWIDE LOGISTICS MOROCCO SHIPPING SERVICE,,,Casablanca,false,"[{""desc"":""CUSTOMS CLEARANCE"",""unit"":""Un"",""qty"":1.0,""unit_price"":4198.5,""tva_rate"":20.0},{""desc"":""TRANSPORTATION CASABLANCA/TANGER"",""unit"":""Un"",""qty"":1.0,""unit_price"":16327.5,""tva_rate"":20.0},{""desc"":""HANDLING: -Loading onto the truck and moving to the storage area. -Discharging in the storage area. -Loading onto the final truck for transportation."",""unit"":""Un"",""qty"":1.0,""unit_price"":3265.5,""tva_rate"":20.0},{""desc"":""TRUCK DETENTION"",""unit"":""Un"",""qty"":1.0,""unit_price"":2000.0,""tva_rate"":20.0},{""desc"":""STORAGE"",""unit"":""Un"",""qty"":1.0,""unit_price"":4209.82,""tva_rate"":0.0},{""desc"":""THC"",""unit"":""Un"",""qty"":1.0,""unit_price"":4104.76,""tva_rate"":0.0}]",20,34106.08,5158.3,39264.38,true,true
facture,024/2026/AI,2026-03-09,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Round Trip Boujdour-Seguero (Main Shaft Ref Jl2101239) Ambressa-Boujdour (Gear Box Ref 100436991)"",""unit"":""FF"",""qty"":1.0,""unit_price"":260000.0,""tva_rate"":0.0},{""desc"":""Extra Cost (Unloading /Loading And Trucking)"",""unit"":""FF"",""qty"":1.0,""unit_price"":51000.0,""tva_rate"":0.0}]",20,311000.0,0.0,311000.0,true,true
facture,024/2026/AI/BIS,2026-03-12,eb1a5074-7013-4480-a4ca-10521642363a,CHINA CONSTRUCTION YANGTZE MAROC,002086799000041,,Casablanca,false,"[{""desc"":""LOCATION MENSUELLE GRUE MOBILE 80T"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":145000.0,""tva_rate"":20.0},{""desc"":""MOBILISATION GRUE 80T"",""unit"":""ALLER-RETOUR"",""qty"":2.0,""unit_price"":8000.0,""tva_rate"":20.0},{""desc"":""LOCATION MENSUELLE NACELLE 26M"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":34000.0,""tva_rate"":20.0},{""desc"":""MOBILISATION NACELLE 26M"",""unit"":""ALLER-RETOUR"",""qty"":2.0,""unit_price"":4500.0,""tva_rate"":20.0}]",20,204000.0,40800.0,244800.0,true,true
facture,025/2026/AI,2026-03-13,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""CHARIOT ELEVATEUR 5T"",""unit"":""JOUR"",""qty"":60.0,""unit_price"":1000.0},{""desc"":""PELLE SUR PNEUS AVEC MARTEAU"",""unit"":""JOUR"",""qty"":31.0,""unit_price"":2000.0},{""desc"":""FRAIS MOBILISATION PELLE SUR PNEUS 1 ENTRER 1 SORTIE"",""unit"":""FF"",""qty"":2.0,""unit_price"":2000.0}]",20,126000.0,25200.0,151200.0,true,true
facture,026/2026/AI,2026-03-16,dd9ab0ba-23f0-480e-8c7a-c620a4675950,PLANET COM TRANS,001868774000077,,Casablanca,false,"[{""desc"":""LOCATION JOURNALIERE GRUE 50T"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":7000.0,""tva_rate"":20.0},{""desc"":""MOBILISATION"",""unit"":""Aller-retour"",""qty"":2.0,""unit_price"":4500.0,""tva_rate"":20.0}]",20,30000.0,6000.0,36000.0,true,true
facture,027/2026/AI,2026-03-12,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""ROUND TRIP AGREDA-BOUJDOUR (MAIN SHAFT REF 10185472) BOUJDOUR-SEGUERO (MAIN SHAFT REF JL2102222-1-41)"",""unit"":""FF"",""qty"":1.0,""unit_price"":260000.0,""tva_rate"":0.0},{""desc"":""TRUCK DETENTION"",""unit"":""DAY"",""qty"":2.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,264000.0,0.0,264000.0,true,true
facture,028/2026/AI,2026-03-12,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""ROUND TRIP AGREDA-BOUJDOUR (MAIN SHAFT REF 10179310) BOUJDOUR-SEGUERO (MAIN SHAFT REF JL2102199-2-34)"",""unit"":""FF"",""qty"":1.0,""unit_price"":260000.0,""tva_rate"":0.0},{""desc"":""TRUCK DETENTION"",""unit"":""DAY"",""qty"":2.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,264000.0,0.0,264000.0,true,true
facture,029/2026/AI/BIS,2026-03-19,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""NIVELEUSE"",""unit"":""JOUR"",""qty"":25.5,""unit_price"":2300.0},{""desc"":""NIVELEUSE"",""unit"":""H"",""qty"":3.0,""unit_price"":255.55},{""desc"":""CHARGEUSE 950G"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950H"",""unit"":""JOUR"",""qty"":1.5,""unit_price"":2500.0},{""desc"":""CAMION GRUE (MOBILISATION CITERNE GASOIL)"",""unit"":""FF"",""qty"":1.0,""unit_price"":8000.0},{""desc"":""进出场费 Frais d'entrée et de sortie (Entrée Chargeuse 950 G)"",""unit"":""次 Fois"",""qty"":1.0,""unit_price"":2000.0}]",20,80066.65,16013.33,96079.98,true,true
